eventDate,year,stateProvince,locality,longitude,latitude,id
1938-01-01T00:00:00Z,1938,Queensland,Isis [Junction],152.451111,-25.215,54
1938-01-01T00:00:00Z,1938,Queensland,South Johnstone,146.001111,-17.598333,55
1938-01-01T00:00:00Z,1938,Queensland,"Mena Ck, 10ml S Innisfail",145.951111,-17.656667,56
1938-01-01T00:00:00Z,1938,Queensland,Bundaberg,152.351111,-24.865,57
1938-01-01T00:00:00Z,1938,Queensland,Meringa District,145.784436,-17.081798,58
1939-01-01T00:00:00Z,1939,Queensland,"Halifax, 12ml E Ingham",146.284444,-18.581667,59
1939-01-01T00:00:00Z,1939,Queensland,Lowmead,151.751111,-24.531667,60
1939-01-01T00:00:00Z,1939,Queensland,16ml SW Bundaberg,152.217778,-25.031667,61
1939-01-01T00:00:00Z,1939,Queensland,"Upper Stone area, Ingham",145.967778,-18.731667,62
1939-01-01T00:00:00Z,1939,Queensland,Ingham,146.167778,-18.648333,63
1940-01-01T00:00:00Z,1940,Queensland,Mackay East,149.201111,-21.148333,64
1940-01-01T00:00:00Z,1940,Queensland,Babinda,145.934444,-17.348333,65
1940-01-01T00:00:00Z,1940,Queensland,"Dundula, 6ml S Mackay",149.155278,-21.206667,66
1940-01-01T00:00:00Z,1940,Queensland,Near Euramo,145.934444,-17.998333,67
1940-01-01T00:00:00Z,1940,Queensland,Tully,145.934444,-17.931667,68
1940-01-01T00:00:00Z,1940,Queensland,Home Hill town,147.417778,-19.665,69
1940-01-01T00:00:00Z,1940,Queensland,Brandon via Ayr,147.351111,-19.548333,70
1940-01-01T00:00:00Z,1940,Queensland,Bowen,148.251111,-20.015,71
1940-01-01T00:00:00Z,1940,Queensland,0.5ml W Tully PO,145.917778,-17.931667,72
1940-01-01T00:00:00Z,1940,Queensland,"Fanning River, 50ml SW Townsville",146.434444,-19.731667,73
1940-01-01T00:00:00Z,1940,Queensland,"Edgehill, Cairns",145.734444,-16.898333,74
1940-01-01T00:00:00Z,1940,Queensland,"Redlynch, 6ml SW Cairns",145.701111,-16.881667,75
1940-01-01T00:00:00Z,1940,Queensland,"Kolan North, 20ml W Bundaberg",152.184444,-24.848333,76
1940-01-01T00:00:00Z,1940,Queensland,Biggenden,152.051111,-25.515,77
1940-01-01T00:00:00Z,1940,Queensland,"Isis Central Mill, 6ml N Childers",152.284444,-25.198333,78
1940-01-01T00:00:00Z,1940,Queensland,"Herton, 12ml SW Herberton",145.267778,-17.481667,79
1940-01-01T00:00:00Z,1940,Queensland,"Daradgee, 3ml N Innisfail",146.001111,-17.481667,80
1940-01-01T00:00:00Z,1940,Queensland,"Airdmillan, 4ml NE Ayr",147.451111,-19.531667,81
1940-01-01T00:00:00Z,1940,Queensland,Cairns,145.767778,-16.915,82
1940-01-01T00:00:00Z,1940,Queensland,Herbert River,145.367778,-18.231667,83
1940-01-01T00:00:00Z,1940,Queensland,"Electra, 22ml SW Bundaberg",152.167778,-25.006667,84
1941-01-01T00:00:00Z,1941,Queensland,20km SE Townsville,146.926111,-19.381667,85
1941-01-01T00:00:00Z,1941,Queensland,"Priorsford, 20ml SW Bundaberg",152.117778,-25.015,86
1941-01-01T00:00:00Z,1941,Queensland,Tully,145.934444,-17.931667,87
1942-01-01T00:00:00Z,1942,Queensland,"Tolga, 3ml N Atherton",145.484444,-17.223333,88
1942-01-01T00:00:00Z,1942,Queensland,Tully,145.934444,-17.931667,89
1943-01-01T00:00:00Z,1943,Queensland,Maryborough,152.701111,-25.531667,90
1943-01-01T00:00:00Z,1943,Queensland,"Mt Garnet, 30ml W Ravenshoe",145.117778,-17.681667,91
1944-01-01T00:00:00Z,1944,Queensland,"Howard, 20ml N Maryborough",152.567778,-25.315,92
1944-01-01T00:00:00Z,1944,Queensland,3ml SE Proston,151.630278,-26.192778,93
1944-01-01T00:00:00Z,1944,Queensland,"Branyan, 4ml from Bundaberg",152.251111,-24.898333,94
1944-01-01T00:00:00Z,1944,Queensland,"Mundingburra, 5ml W Townsville GPO",146.784444,-19.298333,95
1944-01-01T00:00:00Z,1944,Queensland,Gympie,152.667778,-26.181667,96
1944-01-01T00:00:00Z,1944,Queensland,"Dows Ck, 30ml W Mackay",148.784444,-21.115,97
1944-01-01T00:00:00Z,1944,Queensland,Proserpine,148.584444,-20.398333,98
1944-01-01T00:00:00Z,1944,Queensland,5ml NW Malanda,145.551111,-17.315,99
1944-01-01T00:00:00Z,1944,Queensland,"Sarina, 23ml S Mackay",149.217778,-21.431667,100
1944-01-01T00:00:00Z,1944,Queensland,"Trebonne, 6ml W Ingham",146.084444,-18.631667,101
1944-01-01T00:00:00Z,1944,Queensland,Gordonvale,145.784444,-17.098333,102
1945-01-01T00:00:00Z,1945,Queensland,North Bundaberg,152.342778,-24.856667,103
1945-01-01T00:00:00Z,1945,Queensland,Gordonvale,145.784444,-17.098333,104
1945-01-01T00:00:00Z,1945,Queensland,"Feluga, 6ml N Tully",145.967778,-17.881667,105
1945-01-01T00:00:00Z,1945,Queensland,Gin Gin,151.951111,-24.998333,106
1945-01-01T00:00:00Z,1945,Queensland,Meerawa 8ml S Gordonvale,145.867778,-17.148333,107
1945-01-01T00:00:00Z,1945,Queensland,10ml N Kingaroy,152.817778,-26.431667,108
1945-01-01T00:00:00Z,1945,Queensland,"Pimlico, 0.5ml SW Castle Hill, Townsville",146.792778,-19.265,109
1945-01-01T00:00:00Z,1945,Queensland,Tully,145.934444,-17.931667,110
1945-01-01T00:00:00Z,1945,Queensland,Mareeba,145.434444,-16.998333,111
1945-01-01T00:00:00Z,1945,Queensland,"Gaeta, 35ml N Gin Gin",151.601111,-24.806667,112
1945-01-01T00:00:00Z,1945,Queensland,"Merinda, 6ml W Bowen",148.167778,-20.015,113
1945-01-01T00:00:00Z,1945,Queensland,"Miriwinni, 42ml S Cairns",145.917778,-17.398333,114
1945-01-01T00:00:00Z,1945,Queensland,"Finch Hatton, 38ml W Mackay",148.634444,-21.148333,115
1945-01-01T00:00:00Z,1945,Queensland,Childers,152.284444,-25.231667,116
1945-01-01T00:00:00Z,1945,Queensland,Bundaberg,152.351111,-24.865,117
1945-01-01T00:00:00Z,1945,Queensland,"Dimbulah, 72ml W Cairns",145.117778,-17.148333,118
1946-01-01T00:00:00Z,1946,Queensland,"Yandaran, 22ml N Bundaberg",152.117778,-24.715,119
1946-01-01T00:00:00Z,1946,Queensland,"Malanda, 30ml SW Cairns",145.601111,-17.348333,120
1946-01-01T00:00:00Z,1946,Queensland,"Elliott Heads, 14ml S Bundaberg",152.484444,-24.915,121
1946-01-01T00:00:00Z,1946,Queensland,Mission Beach,146.101111,-17.865,122
1947-01-01T00:00:00Z,1947,Queensland,"Yungaburra, 23ml W Gordonvale",145.584444,-17.265,123
1947-01-01T00:00:00Z,1947,Queensland,Nambour,152.967778,-26.631667,124
1947-01-01T00:00:00Z,1947,Queensland,30ml S Nambour,152.951111,-26.965,125
1947-01-01T00:00:00Z,1947,Queensland,"Seaforth, 25ml N Mackay",148.967778,-20.898333,126
1947-01-01T00:00:00Z,1947,Queensland,30ml N Nambour,152.717778,-26.315,127
1947-01-01T00:00:00Z,1947,Queensland,"Bauple, 23ml S Maryborough",152.617778,-25.815,128
1947-01-01T00:00:00Z,1947,Queensland,"Guthalungra, 28ml NW Bowen",147.834444,-19.931667,129
1948-01-01T00:00:00Z,1948,Queensland,"Bli Bli, 5ml E Nambour",153.034444,-26.615,130
1948-01-01T00:00:00Z,1948,Queensland,"Tuan, 10ml SE Maryborough",152.867778,-25.681667,131
1948-01-01T00:00:00Z,1948,Queensland,"Calcium, S Townsville",146.834444,-19.681667,132
1948-01-01T00:00:00Z,1948,Queensland,"Fairleigh, 8ml W Mackay",149.101111,-21.098333,133
1948-01-01T00:00:00Z,1948,Queensland,"Septimus, 35ml from Mackay",148.767778,-21.231667,134
1948-01-01T00:00:00Z,1948,Queensland,Maryborough West,152.684444,-25.515,135
1948-01-01T00:00:00Z,1948,Queensland,"Mapleton Forestry, 7ml W Nambour SF",152.867778,-26.631667,136
1948-01-01T00:00:00Z,1948,Queensland,26ml SW Gin Gin,151.751111,-25.248333,137
1948-01-01T00:00:00Z,1948,Queensland,"Morningside, Brisbane",153.076111,-27.465,138
1948-01-01T00:00:00Z,1948,Queensland,"Reid River, S Townsville",146.834444,-19.765,139
1948-03-11T00:00:00Z,1948,Queensland,Mossman River Gorge,145.334444,-16.473333,140
1949-01-01T00:00:00Z,1949,Queensland,"Camp Hill, Brisbane",153.076111,-27.49,141
1949-01-01T00:00:00Z,1949,Queensland,"Mill Reserve, Tully",145.934444,-17.931667,142
1949-01-01T00:00:00Z,1949,Queensland,"Syndicate Rd, 8ml SW Tully",145.876111,-17.973333,143
1949-01-01T00:00:00Z,1949,Queensland,Gladstone,151.267778,-23.848333,144
1949-01-01T00:00:00Z,1949,Queensland,"Cedar Pocket, 5ml E Gympie",152.751111,-26.198333,145
1949-01-01T00:00:00Z,1949,Queensland,Miriam Vale,151.567778,-24.331667,146
1950-01-01T00:00:00Z,1950,Queensland,"Collopy, 50km NE Charters Towers",146.701111,-19.931667,147
1950-01-01T00:00:00Z,1950,Queensland,Monto,151.117778,-24.865,148
1950-01-01T00:00:00Z,1950,Queensland,"Mt Surprise, 58ml E Georgetown",144.317778,-18.148333,149
1950-01-01T00:00:00Z,1950,Queensland,5ml E Nanango,152.067778,-26.665,150
1950-01-01T00:00:00Z,1950,Queensland,"Glen Eagle, 50ml S Mt Garnet",145.334444,-18.165,151
1950-01-01T00:00:00Z,1950,Queensland,"Parke, 5ml S Maryborough",152.667778,-25.581667,152
1950-01-01T00:00:00Z,1950,Queensland,"Millaa Millaa, 41ml NW Innisfail",145.617778,-17.515,153
1950-01-01T00:00:00Z,1950,Queensland,Bauple,152.617778,-25.815,154
1950-01-01T00:00:00Z,1950,Queensland,"Payne Rd, The Gap",152.934444,-27.451111,155
1950-01-01T00:00:00Z,1950,Queensland,"Maroochydore, 7ml SE Nambour",153.101111,-26.665,156
1950-01-01T00:00:00Z,1950,Queensland,"Chelona, 10ml S Mackay",149.151111,-21.265,157
1950-01-01T00:00:00Z,1950,Queensland,"Kilclooney, 50ml W Ingham",145.684444,-18.831667,158
1950-01-01T00:00:00Z,1950,Queensland,"Greenslopes, Brisbane",153.038611,-27.5025,159
1950-01-01T00:00:00Z,1950,Queensland,"St Helens, 2.5ml N Maryborough",152.701111,-25.498333,160
1950-01-01T00:00:00Z,1950,Queensland,"Woodford, 15ml N Caboolture",152.784444,-26.948333,161
1950-01-01T00:00:00Z,1950,Queensland,Woombye,152.967778,-26.665,162
1950-01-01T00:00:00Z,1950,Queensland,Buderim,153.051111,-26.681667,163
1950-01-01T00:00:00Z,1950,Queensland,Pomona SF,152.884444,-26.373333,164
1950-01-01T00:00:00Z,1950,Queensland,"Clare, 18ml SW Ayr",147.234444,-19.781667,165
1950-01-01T00:00:00Z,1950,Queensland,"Penwhaupell, 15ml S Gayndah",151.701111,-25.756667,166
1950-01-01T00:00:00Z,1950,Queensland,"Pindi Pindi, 40ml N Mackay",148.734444,-20.865,167
1950-01-01T00:00:00Z,1950,Queensland,Pomona,152.867778,-26.365,168
1950-01-01T00:00:00Z,1950,Queensland,"Urangan, Hervey Bay",152.901111,-25.281667,169
1950-01-01T00:00:00Z,1950,Queensland,"Petford, 90ml W Cairns",144.934444,-17.348333,170
1950-01-01T00:00:00Z,1950,Queensland,"Kalpower, 25ml NE Monto",151.301111,-24.69,171
1950-01-01T00:00:00Z,1950,Queensland,"Triangle Farm, Goomeri",152.067778,-26.181667,172
1950-01-01T00:00:00Z,1950,Queensland,Collinsville,147.851111,-20.548333,173
1950-01-01T00:00:00Z,1950,Queensland,Biggenden,152.051111,-25.515,174
1950-01-01T00:00:00Z,1950,Queensland,Boyne Valley,151.334444,-25.798333,175
1950-01-01T00:00:00Z,1950,Queensland,"Cawarral, 18ml NE Rockhampton",150.667778,-23.248333,176
1950-01-01T00:00:00Z,1950,Queensland,Bororen,151.501111,-24.248333,177
1950-02-01T00:00:00Z,1950,Queensland,NA,151.716,-25.55,178
1950-09-29T00:00:00Z,1950,Queensland,Edge Hill,145.73,-16.9,179
1950-09-29T00:00:00Z,1950,Queensland,Edge Hill,145.73,-16.9,180
1950-09-29T00:00:00Z,1950,Queensland,Edge Hill,145.73,-16.9,181
1951-01-01T00:00:00Z,1951,Queensland,St Marys (SF),152.467778,-25.681667,182
1951-01-01T00:00:00Z,1951,Queensland,"Mt Gravatt, 7ml S Brisbane",153.080278,-27.54,183
1952-01-01T00:00:00Z,1952,Queensland,"Kolonga, N Gin Gin",151.717778,-24.831667,184
1952-01-01T00:00:00Z,1952,Queensland,Woodford,152.784444,-26.948333,185
1952-01-01T00:00:00Z,1952,Queensland,"Almaden, 20ml SE Chillagoe",144.684444,-17.348333,186
1952-01-01T00:00:00Z,1952,Queensland,20ml N Bundaberg,152.126111,-24.748333,187
1952-01-01T00:00:00Z,1952,Queensland,"Dunethin Rock, Nambour",153.017778,-26.581667,188
1952-01-01T00:00:00Z,1952,Queensland,15ml N Cardwell,145.909444,-18.09,189
1952-01-01T00:00:00Z,1952,Queensland,"Munna Ck, 30ml NNW Gympie",152.484444,-25.898333,190
1952-01-01T00:00:00Z,1952,Queensland,"Milray, Pentland",145.701111,-20.681667,191
1953-01-01T00:00:00Z,1953,Queensland,"Richmond Hill, 83ml SW Townsville",146.267778,-20.065,192
1953-01-01T00:00:00Z,1953,Queensland,"Daintree, 70ml N Cairns",145.317778,-16.248333,193
1953-01-01T00:00:00Z,1953,Queensland,"Windera, 18ml NW Murgon",151.826111,-26.056667,194
1953-01-01T00:00:00Z,1953,Queensland,Gympie Reserves,152.667778,-26.181667,195
1953-01-01T00:00:00Z,1953,Queensland,"Kia-ora, 17ml NE Gympie",152.667778,-25.798333,196
1954-01-01T00:00:00Z,1954,Queensland,Chillagoe caves,144.501111,-17.198333,197
1954-01-01T00:00:00Z,1954,Queensland,"Wellington Point, Brisbane",153.238611,-27.498333,198
1954-01-01T00:00:00Z,1954,Queensland,"Benaraby, 14ml S Gladstone",151.317778,-23.998333,199
1954-01-01T00:00:00Z,1954,Queensland,"Booyal central, 16ml NW Childers",152.034444,-25.215,200
1954-01-01T00:00:00Z,1954,Queensland,"Goomeribong, 10ml W Goomeri",152.017778,-26.131667,201
1954-01-01T00:00:00Z,1954,Queensland,Woody Point,153.105278,-27.256667,202
1954-01-01T00:00:00Z,1954,Queensland,"Mount Morgan, 24ml SW Rockhampton",150.384444,-23.648333,203
1954-01-01T00:00:00Z,1954,Queensland,Tansey,152.051111,-26.048333,204
1954-01-01T00:00:00Z,1954,Queensland,Murgon,151.951111,-26.248333,205
1954-01-01T00:00:00Z,1954,Queensland,"Beerwah Forestry, 5ml SE Beerwah",153.034444,-26.881667,206
1954-01-01T00:00:00Z,1954,Queensland,4ml W Mapleton,152.817778,-26.648333,207
1954-01-01T00:00:00Z,1954,Queensland,Fraser Island,153.101111,-25.498333,208
1954-01-01T00:00:00Z,1954,Queensland,"Cooloolabin, 6ml W Yarraman",152.909444,-26.881667,209
1954-01-01T00:00:00Z,1954,Queensland,Jimboomba,153.034444,-27.831667,210
1954-01-01T00:00:00Z,1954,Queensland,Coominglah,150.834444,-24.748333,211
1954-01-01T00:00:00Z,1954,Queensland,Peachester,152.884444,-26.848333,212
1954-01-01T00:00:00Z,1954,Queensland,"Dayboro, 27ml NW Brisbane",152.834444,-27.198333,213
1954-01-01T00:00:00Z,1954,Queensland,Monto,151.117778,-24.881667,214
1955-01-01T00:00:00Z,1955,Queensland,Brisbane area,153.017778,-27.465,215
1955-01-01T00:00:00Z,1955,Queensland,Biloela Research Stn,149.767778,-24.815,216
1955-01-01T00:00:00Z,1955,Queensland,Maroochydore,153.101111,-26.665,217
1955-01-01T00:00:00Z,1955,Queensland,"Tin Can Bay, 34ml NE Gympie",153.001111,-25.915,218
1955-01-01T00:00:00Z,1955,Queensland,"Theebine, 23ml N Gympie",152.551111,-25.948333,219
1955-01-01T00:00:00Z,1955,Queensland,Kilcoy,152.567778,-26.948333,220
1955-01-01T00:00:00Z,1955,Queensland,"Millaroo, 45ml S Ayr",147.284444,-20.065,221
1955-01-01T00:00:00Z,1955,Queensland,20km SE Bell,151.584444,-27.065,222
1955-01-01T00:00:00Z,1955,Queensland,"Lochlea, S Mt Garnet",144.567778,-18.898333,223
1955-01-01T00:00:00Z,1955,Queensland,Kilkivan,152.234444,-26.081667,224
1955-01-03T00:00:00Z,1955,Queensland,NA,151.416,-25.583,225
1956-01-01T00:00:00Z,1956,Queensland,Charters Towers,146.267778,-20.081667,226
1956-01-01T00:00:00Z,1956,Queensland,"Camel Ck, 60ml W Ingham",145.467778,-18.831667,227
1956-01-01T00:00:00Z,1956,Queensland,Cloyna nr Murgon,151.834444,-26.115,228
1956-01-01T00:00:00Z,1956,Queensland,Yeppoon,150.742778,-23.131667,229
1956-01-01T00:00:00Z,1956,Queensland,Widgee,152.451111,-26.198333,230
1956-01-01T00:00:00Z,1956,Queensland,Innisfail District,146.026102,-17.531796,231
1956-01-01T00:00:00Z,1956,Queensland,North Deep Creek,152.684444,-26.081667,232
1956-01-01T00:00:00Z,1956,Queensland,"Gympie South, 1.5ml WSW Gympie",152.642778,-26.198333,233
1956-01-01T00:00:00Z,1956,Queensland,"Byerwen, 44ml S Collinsville",147.934444,-21.081667,234
1956-01-01T00:00:00Z,1956,Queensland,"Commissioners Flats, Woodford",152.817778,-26.865,235
1956-01-01T00:00:00Z,1956,Queensland,2ml W Kilcoy,152.534444,-26.94,236
1956-01-01T00:00:00Z,1956,Queensland,Murgon,151.951111,-26.248333,237
1956-01-01T00:00:00Z,1956,Queensland,"Cameron Downs, ESE Charters Towers",146.501111,-20.215,238
1956-01-01T00:00:00Z,1956,Queensland,"Cedar Vale, 15ml SW Mt Larcom",150.901111,-23.931667,239
1956-01-01T00:00:00Z,1956,Queensland,"Wellers Hill, Brisbane",153.042778,-27.523333,240
1956-01-01T00:00:00Z,1956,Queensland,"Normanby, 30ml W Cooktown",144.867778,-15.381667,241
1957-01-01T00:00:00Z,1957,Queensland,Marlborough,149.884444,-22.815,242
1957-01-01T00:00:00Z,1957,Queensland,Yuleba,149.384444,-26.615,243
1957-01-01T00:00:00Z,1957,Queensland,"Turrawulla, 86ml W Mackay",148.242778,-21.165,244
1957-01-01T00:00:00Z,1957,Queensland,"Tennyson, Brisbane",153.001111,-27.523333,245
1957-01-01T00:00:00Z,1957,Queensland,Woodford,152.784444,-26.948333,246
1957-01-01T00:00:00Z,1957,Queensland,"Bouldercombe, 13ml SW Rockhampton",150.467778,-23.565,247
1957-01-01T00:00:00Z,1957,Queensland,"Scotston, 40ml NW Eidsvold",150.734444,-25.131667,248
1957-01-01T00:00:00Z,1957,Queensland,"Blenheim, 86ml W Mackay",148.217778,-21.073333,249
1957-01-01T00:00:00Z,1957,Queensland,Wynnum,153.171944,-27.435833,250
1957-01-01T00:00:00Z,1957,Queensland,"Cedarton, 10ml N Woodford",152.817778,-26.848333,251
1957-01-01T00:00:00Z,1957,Queensland,"Kallangur, 10ml NW Brisbane",152.984444,-27.248333,252
1957-01-01T00:00:00Z,1957,Queensland,Fantome Island nr Townsville,146.517778,-18.698333,253
1957-01-01T00:00:00Z,1957,Queensland,"Yarwun, 10ml N Gladstone",151.134444,-23.848333,254
1957-12-15T00:00:00Z,1957,Queensland,NA,153.016,-26.533,255
1957-12-15T00:00:00Z,1957,Queensland,NA,153.016,-26.533,256
1957-12-15T00:00:00Z,1957,Queensland,NA,153.016,-26.533,257
1957-12-15T00:00:00Z,1957,Queensland,NA,153.016,-26.533,258
1957-12-15T00:00:00Z,1957,Queensland,NA,153.016,-26.533,259
1957-12-15T00:00:00Z,1957,Queensland,NA,153.016,-26.533,260
1957-12-15T00:00:00Z,1957,Queensland,NA,153.016,-26.533,261
1957-12-15T00:00:00Z,1957,Queensland,NA,153.016,-26.533,262
1957-12-15T00:00:00Z,1957,Queensland,NA,153.016,-26.533,263
1957-12-15T00:00:00Z,1957,Queensland,NA,153.016,-26.533,264
1957-12-15T00:00:00Z,1957,Queensland,NA,153.016,-26.533,265
1957-12-15T00:00:00Z,1957,Queensland,NA,153.016,-26.533,266
1958-01-01T00:00:00Z,1958,Queensland,"Grandchester, 18ml W Ipswich",152.467778,-27.665,267
1958-01-01T00:00:00Z,1958,Queensland,Gympie West State School,152.667778,-26.181667,268
1958-01-01T00:00:00Z,1958,Queensland,"Coongan, 5ml NE Tansey",152.101111,-26.015,269
1958-01-01T00:00:00Z,1958,Queensland,12.5ml NNW Proston,151.526111,-26.04,270
1958-01-01T00:00:00Z,1958,Queensland,Ingham,146.167778,-18.648333,271
1958-01-01T00:00:00Z,1958,Queensland,Kuraby,153.092778,-27.606667,272
1958-01-01T00:00:00Z,1958,Queensland,"Kemmis Ck, 26ml W Nebo",148.384444,-21.598333,273
1958-01-01T00:00:00Z,1958,Queensland,"Jambin, 20ml N Biloela",150.367778,-24.198333,274
1958-01-01T00:00:00Z,1958,Queensland,Laura,144.451111,-15.565,275
1958-01-01T00:00:00Z,1958,Queensland,Rockhampton region,150.534444,-23.365,276
1958-01-01T00:00:00Z,1958,Queensland,Mulgildie,151.134444,-24.965,277
1959-01-01T00:00:00Z,1959,Queensland,"Mt Charlton, 40ml N Mackay",148.734444,-21.031667,278
1959-01-01T00:00:00Z,1959,Queensland,"Ubobo, Boyne Valley",151.317778,-24.398333,279
1959-01-01T00:00:00Z,1959,Queensland,"Gregory Falls, Fisher Ck",145.867778,-17.581667,280
1959-01-01T00:00:00Z,1959,Queensland,"Mooloolah, 11ml S Nambour",152.967778,-26.765,281
1959-01-01T00:00:00Z,1959,Queensland,"Hillview, 9ml NE Moonford",151.067778,-24.665,282
1959-01-01T00:00:00Z,1959,Queensland,Lakes Creek,150.567778,-23.381667,283
1959-01-01T00:00:00Z,1959,Queensland,Wynnum West,153.151111,-27.456667,284
1959-01-01T00:00:00Z,1959,Queensland,Mundubbera,151.301111,-25.581667,285
1959-01-01T00:00:00Z,1959,Queensland,"Colenso, 33ml W Calliope",150.767778,-24.048333,286
1959-01-01T00:00:00Z,1959,Queensland,Caloundra,153.134444,-26.798333,287
1959-01-01T00:00:00Z,1959,Queensland,"Petrie, 17ml N Brisbane",152.967778,-27.281667,288
1959-01-01T00:00:00Z,1959,Queensland,"Sunnybank, Brisbane",153.067778,-27.5775,289
1959-01-01T00:00:00Z,1959,Queensland,"Milray, 25ml S Pentland",145.701111,-20.681667,290
1959-01-01T00:00:00Z,1959,Queensland,Lindum,153.142778,-27.448333,291
1959-01-01T00:00:00Z,1959,Queensland,9ml W Goomeri,151.951111,-26.181667,292
1959-01-01T00:00:00Z,1959,Queensland,Tuan,152.867778,-25.681667,293
1959-01-01T00:00:00Z,1959,Queensland,"Nettle Ck, 15ml W Ravenshoe",145.234444,-17.665,294
1959-01-01T00:00:00Z,1959,Queensland,Maleny,152.851111,-26.765,295
1959-01-01T00:00:00Z,1959,Queensland,"Koongal, Nth Rockhampton",150.551111,-23.373333,296
