eventDate,year,stateProvince,locality,longitude,latitude
1940-01-01T00:00:00Z,1940,Queensland,"Fanning River, 50ml SW Townsville",146.434444,-19.731667
1940-01-01T00:00:00Z,1940,Queensland,"Edgehill, Cairns",145.734444,-16.898333
1940-01-01T00:00:00Z,1940,Queensland,"Redlynch, 6ml SW Cairns",145.701111,-16.881667
1940-01-01T00:00:00Z,1940,Queensland,"Kolan North, 20ml W Bundaberg",152.184444,-24.848333
1940-01-01T00:00:00Z,1940,Queensland,Biggenden,152.051111,-25.515
1940-01-01T00:00:00Z,1940,Queensland,"Isis Central Mill, 6ml N Childers",152.284444,-25.198333
1940-01-01T00:00:00Z,1940,Queensland,"Herton, 12ml SW Herberton",145.267778,-17.481667
1940-01-01T00:00:00Z,1940,Queensland,"Daradgee, 3ml N Innisfail",146.001111,-17.481667
1940-01-01T00:00:00Z,1940,Queensland,"Airdmillan, 4ml NE Ayr",147.451111,-19.531667
1940-01-01T00:00:00Z,1940,Queensland,Cairns,145.767778,-16.915
1940-01-01T00:00:00Z,1940,Queensland,Herbert River,145.367778,-18.231667
1940-01-01T00:00:00Z,1940,Queensland,"Electra, 22ml SW Bundaberg",152.167778,-25.006667
1941-01-01T00:00:00Z,1941,Queensland,20km SE Townsville,146.926111,-19.381667
1941-01-01T00:00:00Z,1941,Queensland,"Priorsford, 20ml SW Bundaberg",152.117778,-25.015
1941-01-01T00:00:00Z,1941,Queensland,Tully,145.934444,-17.931667
1942-01-01T00:00:00Z,1942,Queensland,"Tolga, 3ml N Atherton",145.484444,-17.223333
1942-01-01T00:00:00Z,1942,Queensland,Tully,145.934444,-17.931667
1943-01-01T00:00:00Z,1943,Queensland,Maryborough,152.701111,-25.531667
1943-01-01T00:00:00Z,1943,Queensland,"Mt Garnet, 30ml W Ravenshoe",145.117778,-17.681667
1944-01-01T00:00:00Z,1944,Queensland,"Howard, 20ml N Maryborough",152.567778,-25.315
1944-01-01T00:00:00Z,1944,Queensland,3ml SE Proston,151.630278,-26.192778
1944-01-01T00:00:00Z,1944,Queensland,"Branyan, 4ml from Bundaberg",152.251111,-24.898333
1944-01-01T00:00:00Z,1944,Queensland,"Mundingburra, 5ml W Townsville GPO",146.784444,-19.298333
1944-01-01T00:00:00Z,1944,Queensland,Gympie,152.667778,-26.181667
1944-01-01T00:00:00Z,1944,Queensland,"Dows Ck, 30ml W Mackay",148.784444,-21.115
1944-01-01T00:00:00Z,1944,Queensland,Proserpine,148.584444,-20.398333
1944-01-01T00:00:00Z,1944,Queensland,5ml NW Malanda,145.551111,-17.315
1944-01-01T00:00:00Z,1944,Queensland,"Sarina, 23ml S Mackay",149.217778,-21.431667
1944-01-01T00:00:00Z,1944,Queensland,"Trebonne, 6ml W Ingham",146.084444,-18.631667
1944-01-01T00:00:00Z,1944,Queensland,Gordonvale,145.784444,-17.098333
1945-01-01T00:00:00Z,1945,Queensland,North Bundaberg,152.342778,-24.856667
1945-01-01T00:00:00Z,1945,Queensland,Gordonvale,145.784444,-17.098333
1945-01-01T00:00:00Z,1945,Queensland,"Feluga, 6ml N Tully",145.967778,-17.881667
1945-01-01T00:00:00Z,1945,Queensland,Gin Gin,151.951111,-24.998333
1945-01-01T00:00:00Z,1945,Queensland,Meerawa 8ml S Gordonvale,145.867778,-17.148333
1945-01-01T00:00:00Z,1945,Queensland,10ml N Kingaroy,152.817778,-26.431667
1945-01-01T00:00:00Z,1945,Queensland,"Pimlico, 0.5ml SW Castle Hill, Townsville",146.792778,-19.265
1945-01-01T00:00:00Z,1945,Queensland,Tully,145.934444,-17.931667
1945-01-01T00:00:00Z,1945,Queensland,Mareeba,145.434444,-16.998333
1945-01-01T00:00:00Z,1945,Queensland,"Gaeta, 35ml N Gin Gin",151.601111,-24.806667
1945-01-01T00:00:00Z,1945,Queensland,"Merinda, 6ml W Bowen",148.167778,-20.015
1945-01-01T00:00:00Z,1945,Queensland,"Miriwinni, 42ml S Cairns",145.917778,-17.398333
1945-01-01T00:00:00Z,1945,Queensland,"Finch Hatton, 38ml W Mackay",148.634444,-21.148333
1945-01-01T00:00:00Z,1945,Queensland,Childers,152.284444,-25.231667
1945-01-01T00:00:00Z,1945,Queensland,Bundaberg,152.351111,-24.865
1945-01-01T00:00:00Z,1945,Queensland,"Dimbulah, 72ml W Cairns",145.117778,-17.148333
1946-01-01T00:00:00Z,1946,Queensland,"Yandaran, 22ml N Bundaberg",152.117778,-24.715
1946-01-01T00:00:00Z,1946,Queensland,"Malanda, 30ml SW Cairns",145.601111,-17.348333
1946-01-01T00:00:00Z,1946,Queensland,"Elliott Heads, 14ml S Bundaberg",152.484444,-24.915
1946-01-01T00:00:00Z,1946,Queensland,Mission Beach,146.101111,-17.865
1947-01-01T00:00:00Z,1947,Queensland,"Yungaburra, 23ml W Gordonvale",145.584444,-17.265
1947-01-01T00:00:00Z,1947,Queensland,Nambour,152.967778,-26.631667
1947-01-01T00:00:00Z,1947,Queensland,30ml S Nambour,152.951111,-26.965
1947-01-01T00:00:00Z,1947,Queensland,"Seaforth, 25ml N Mackay",148.967778,-20.898333
1947-01-01T00:00:00Z,1947,Queensland,30ml N Nambour,152.717778,-26.315
1947-01-01T00:00:00Z,1947,Queensland,"Bauple, 23ml S Maryborough",152.617778,-25.815
1947-01-01T00:00:00Z,1947,Queensland,"Guthalungra, 28ml NW Bowen",147.834444,-19.931667
1948-01-01T00:00:00Z,1948,Queensland,"Bli Bli, 5ml E Nambour",153.034444,-26.615
1948-01-01T00:00:00Z,1948,Queensland,"Tuan, 10ml SE Maryborough",152.867778,-25.681667
1948-01-01T00:00:00Z,1948,Queensland,"Calcium, S Townsville",146.834444,-19.681667
1948-01-01T00:00:00Z,1948,Queensland,"Fairleigh, 8ml W Mackay",149.101111,-21.098333
1948-01-01T00:00:00Z,1948,Queensland,"Septimus, 35ml from Mackay",148.767778,-21.231667
1948-01-01T00:00:00Z,1948,Queensland,Maryborough West,152.684444,-25.515
1948-01-01T00:00:00Z,1948,Queensland,"Mapleton Forestry, 7ml W Nambour SF",152.867778,-26.631667
1948-01-01T00:00:00Z,1948,Queensland,26ml SW Gin Gin,151.751111,-25.248333
1948-01-01T00:00:00Z,1948,Queensland,"Morningside, Brisbane",153.076111,-27.465
1948-01-01T00:00:00Z,1948,Queensland,"Reid River, S Townsville",146.834444,-19.765
1948-03-11T00:00:00Z,1948,Queensland,Mossman River Gorge,145.334444,-16.473333
1949-01-01T00:00:00Z,1949,Queensland,"Camp Hill, Brisbane",153.076111,-27.49
1949-01-01T00:00:00Z,1949,Queensland,"Mill Reserve, Tully",145.934444,-17.931667
1949-01-01T00:00:00Z,1949,Queensland,"Syndicate Rd, 8ml SW Tully",145.876111,-17.973333
1949-01-01T00:00:00Z,1949,Queensland,Gladstone,151.267778,-23.848333
1949-01-01T00:00:00Z,1949,Queensland,"Cedar Pocket, 5ml E Gympie",152.751111,-26.198333
1949-01-01T00:00:00Z,1949,Queensland,Miriam Vale,151.567778,-24.331667
1950-01-01T00:00:00Z,1950,Queensland,"Collopy, 50km NE Charters Towers",146.701111,-19.931667
1950-01-01T00:00:00Z,1950,Queensland,Monto,151.117778,-24.865
1950-01-01T00:00:00Z,1950,Queensland,"Mt Surprise, 58ml E Georgetown",144.317778,-18.148333
1950-01-01T00:00:00Z,1950,Queensland,5ml E Nanango,152.067778,-26.665
1950-01-01T00:00:00Z,1950,Queensland,"Glen Eagle, 50ml S Mt Garnet",145.334444,-18.165
1950-01-01T00:00:00Z,1950,Queensland,"Parke, 5ml S Maryborough",152.667778,-25.581667
1950-01-01T00:00:00Z,1950,Queensland,"Millaa Millaa, 41ml NW Innisfail",145.617778,-17.515
1950-01-01T00:00:00Z,1950,Queensland,Bauple,152.617778,-25.815
1950-01-01T00:00:00Z,1950,Queensland,"Payne Rd, The Gap",152.934444,-27.451111
1950-01-01T00:00:00Z,1950,Queensland,"Maroochydore, 7ml SE Nambour",153.101111,-26.665
1950-01-01T00:00:00Z,1950,Queensland,"Chelona, 10ml S Mackay",149.151111,-21.265
1950-01-01T00:00:00Z,1950,Queensland,"Kilclooney, 50ml W Ingham",145.684444,-18.831667
1950-01-01T00:00:00Z,1950,Queensland,"Greenslopes, Brisbane",153.038611,-27.5025
1950-01-01T00:00:00Z,1950,Queensland,"St Helens, 2.5ml N Maryborough",152.701111,-25.498333
1950-01-01T00:00:00Z,1950,Queensland,"Woodford, 15ml N Caboolture",152.784444,-26.948333
1950-01-01T00:00:00Z,1950,Queensland,Woombye,152.967778,-26.665
1950-01-01T00:00:00Z,1950,Queensland,Buderim,153.051111,-26.681667
1950-01-01T00:00:00Z,1950,Queensland,Pomona SF,152.884444,-26.373333
1950-01-01T00:00:00Z,1950,Queensland,"Clare, 18ml SW Ayr",147.234444,-19.781667
1950-01-01T00:00:00Z,1950,Queensland,"Penwhaupell, 15ml S Gayndah",151.701111,-25.756667
1950-01-01T00:00:00Z,1950,Queensland,"Pindi Pindi, 40ml N Mackay",148.734444,-20.865
1950-01-01T00:00:00Z,1950,Queensland,Pomona,152.867778,-26.365
1950-01-01T00:00:00Z,1950,Queensland,"Urangan, Hervey Bay",152.901111,-25.281667
1950-01-01T00:00:00Z,1950,Queensland,"Petford, 90ml W Cairns",144.934444,-17.348333
1950-01-01T00:00:00Z,1950,Queensland,"Kalpower, 25ml NE Monto",151.301111,-24.69
1950-01-01T00:00:00Z,1950,Queensland,"Triangle Farm, Goomeri",152.067778,-26.181667
1950-01-01T00:00:00Z,1950,Queensland,Collinsville,147.851111,-20.548333
1950-01-01T00:00:00Z,1950,Queensland,Biggenden,152.051111,-25.515
1950-01-01T00:00:00Z,1950,Queensland,Boyne Valley,151.334444,-25.798333
1950-01-01T00:00:00Z,1950,Queensland,"Cawarral, 18ml NE Rockhampton",150.667778,-23.248333
1950-01-01T00:00:00Z,1950,Queensland,Bororen,151.501111,-24.248333
1950-02-01T00:00:00Z,1950,Queensland,NA,151.716,-25.55
1950-09-29T00:00:00Z,1950,Queensland,Edge Hill,145.73,-16.9
1950-09-29T00:00:00Z,1950,Queensland,Edge Hill,145.73,-16.9
1950-09-29T00:00:00Z,1950,Queensland,Edge Hill,145.73,-16.9
1951-01-01T00:00:00Z,1951,Queensland,St Marys (SF),152.467778,-25.681667
1951-01-01T00:00:00Z,1951,Queensland,"Mt Gravatt, 7ml S Brisbane",153.080278,-27.54
1952-01-01T00:00:00Z,1952,Queensland,"Kolonga, N Gin Gin",151.717778,-24.831667
1952-01-01T00:00:00Z,1952,Queensland,Woodford,152.784444,-26.948333
1952-01-01T00:00:00Z,1952,Queensland,"Almaden, 20ml SE Chillagoe",144.684444,-17.348333
1952-01-01T00:00:00Z,1952,Queensland,20ml N Bundaberg,152.126111,-24.748333
1952-01-01T00:00:00Z,1952,Queensland,"Dunethin Rock, Nambour",153.017778,-26.581667
1952-01-01T00:00:00Z,1952,Queensland,15ml N Cardwell,145.909444,-18.09
1952-01-01T00:00:00Z,1952,Queensland,"Munna Ck, 30ml NNW Gympie",152.484444,-25.898333
1952-01-01T00:00:00Z,1952,Queensland,"Milray, Pentland",145.701111,-20.681667
1953-01-01T00:00:00Z,1953,Queensland,"Richmond Hill, 83ml SW Townsville",146.267778,-20.065
1953-01-01T00:00:00Z,1953,Queensland,"Daintree, 70ml N Cairns",145.317778,-16.248333
1953-01-01T00:00:00Z,1953,Queensland,"Windera, 18ml NW Murgon",151.826111,-26.056667
1953-01-01T00:00:00Z,1953,Queensland,Gympie Reserves,152.667778,-26.181667
1953-01-01T00:00:00Z,1953,Queensland,"Kia-ora, 17ml NE Gympie",152.667778,-25.798333
1954-01-01T00:00:00Z,1954,Queensland,Chillagoe caves,144.501111,-17.198333
1954-01-01T00:00:00Z,1954,Queensland,"Wellington Point, Brisbane",153.238611,-27.498333
1954-01-01T00:00:00Z,1954,Queensland,"Benaraby, 14ml S Gladstone",151.317778,-23.998333
1954-01-01T00:00:00Z,1954,Queensland,"Booyal central, 16ml NW Childers",152.034444,-25.215
1954-01-01T00:00:00Z,1954,Queensland,"Goomeribong, 10ml W Goomeri",152.017778,-26.131667
1954-01-01T00:00:00Z,1954,Queensland,Woody Point,153.105278,-27.256667
1954-01-01T00:00:00Z,1954,Queensland,"Mount Morgan, 24ml SW Rockhampton",150.384444,-23.648333
1954-01-01T00:00:00Z,1954,Queensland,Tansey,152.051111,-26.048333
1954-01-01T00:00:00Z,1954,Queensland,Murgon,151.951111,-26.248333
1954-01-01T00:00:00Z,1954,Queensland,"Beerwah Forestry, 5ml SE Beerwah",153.034444,-26.881667
1954-01-01T00:00:00Z,1954,Queensland,4ml W Mapleton,152.817778,-26.648333
1954-01-01T00:00:00Z,1954,Queensland,Fraser Island,153.101111,-25.498333
1954-01-01T00:00:00Z,1954,Queensland,"Cooloolabin, 6ml W Yarraman",152.909444,-26.881667
1954-01-01T00:00:00Z,1954,Queensland,Jimboomba,153.034444,-27.831667
1954-01-01T00:00:00Z,1954,Queensland,Coominglah,150.834444,-24.748333
1954-01-01T00:00:00Z,1954,Queensland,Peachester,152.884444,-26.848333
1954-01-01T00:00:00Z,1954,Queensland,"Dayboro, 27ml NW Brisbane",152.834444,-27.198333
1954-01-01T00:00:00Z,1954,Queensland,Monto,151.117778,-24.881667
1955-01-01T00:00:00Z,1955,Queensland,Brisbane area,153.017778,-27.465
1955-01-01T00:00:00Z,1955,Queensland,Biloela Research Stn,149.767778,-24.815
1955-01-01T00:00:00Z,1955,Queensland,Maroochydore,153.101111,-26.665
1955-01-01T00:00:00Z,1955,Queensland,"Tin Can Bay, 34ml NE Gympie",153.001111,-25.915
1955-01-01T00:00:00Z,1955,Queensland,"Theebine, 23ml N Gympie",152.551111,-25.948333
1955-01-01T00:00:00Z,1955,Queensland,Kilcoy,152.567778,-26.948333
1955-01-01T00:00:00Z,1955,Queensland,"Millaroo, 45ml S Ayr",147.284444,-20.065
1955-01-01T00:00:00Z,1955,Queensland,20km SE Bell,151.584444,-27.065
1955-01-01T00:00:00Z,1955,Queensland,"Lochlea, S Mt Garnet",144.567778,-18.898333
1955-01-01T00:00:00Z,1955,Queensland,Kilkivan,152.234444,-26.081667
1955-01-03T00:00:00Z,1955,Queensland,NA,151.416,-25.583
1956-01-01T00:00:00Z,1956,Queensland,Charters Towers,146.267778,-20.081667
1956-01-01T00:00:00Z,1956,Queensland,"Camel Ck, 60ml W Ingham",145.467778,-18.831667
1956-01-01T00:00:00Z,1956,Queensland,Cloyna nr Murgon,151.834444,-26.115
1956-01-01T00:00:00Z,1956,Queensland,Yeppoon,150.742778,-23.131667
1956-01-01T00:00:00Z,1956,Queensland,Widgee,152.451111,-26.198333
1956-01-01T00:00:00Z,1956,Queensland,Innisfail District,146.026102,-17.531796
1956-01-01T00:00:00Z,1956,Queensland,North Deep Creek,152.684444,-26.081667
1956-01-01T00:00:00Z,1956,Queensland,"Gympie South, 1.5ml WSW Gympie",152.642778,-26.198333
1956-01-01T00:00:00Z,1956,Queensland,"Byerwen, 44ml S Collinsville",147.934444,-21.081667
1956-01-01T00:00:00Z,1956,Queensland,"Commissioners Flats, Woodford",152.817778,-26.865
1956-01-01T00:00:00Z,1956,Queensland,2ml W Kilcoy,152.534444,-26.94
1956-01-01T00:00:00Z,1956,Queensland,Murgon,151.951111,-26.248333
1956-01-01T00:00:00Z,1956,Queensland,"Cameron Downs, ESE Charters Towers",146.501111,-20.215
1956-01-01T00:00:00Z,1956,Queensland,"Cedar Vale, 15ml SW Mt Larcom",150.901111,-23.931667
1956-01-01T00:00:00Z,1956,Queensland,"Wellers Hill, Brisbane",153.042778,-27.523333
1956-01-01T00:00:00Z,1956,Queensland,"Normanby, 30ml W Cooktown",144.867778,-15.381667
1957-01-01T00:00:00Z,1957,Queensland,Marlborough,149.884444,-22.815
1957-01-01T00:00:00Z,1957,Queensland,Yuleba,149.384444,-26.615
1957-01-01T00:00:00Z,1957,Queensland,"Turrawulla, 86ml W Mackay",148.242778,-21.165
1957-01-01T00:00:00Z,1957,Queensland,"Tennyson, Brisbane",153.001111,-27.523333
1957-01-01T00:00:00Z,1957,Queensland,Woodford,152.784444,-26.948333
1957-01-01T00:00:00Z,1957,Queensland,"Bouldercombe, 13ml SW Rockhampton",150.467778,-23.565
1957-01-01T00:00:00Z,1957,Queensland,"Scotston, 40ml NW Eidsvold",150.734444,-25.131667
1957-01-01T00:00:00Z,1957,Queensland,"Blenheim, 86ml W Mackay",148.217778,-21.073333
1957-01-01T00:00:00Z,1957,Queensland,Wynnum,153.171944,-27.435833
1957-01-01T00:00:00Z,1957,Queensland,"Cedarton, 10ml N Woodford",152.817778,-26.848333
1957-01-01T00:00:00Z,1957,Queensland,"Kallangur, 10ml NW Brisbane",152.984444,-27.248333
1957-01-01T00:00:00Z,1957,Queensland,"Yarwun, 10ml N Gladstone",151.134444,-23.848333
1957-12-15T00:00:00Z,1957,Queensland,NA,153.016,-26.533
1957-12-15T00:00:00Z,1957,Queensland,NA,153.016,-26.533
1957-12-15T00:00:00Z,1957,Queensland,NA,153.016,-26.533
1957-12-15T00:00:00Z,1957,Queensland,NA,153.016,-26.533
1957-12-15T00:00:00Z,1957,Queensland,NA,153.016,-26.533
1957-12-15T00:00:00Z,1957,Queensland,NA,153.016,-26.533
1957-12-15T00:00:00Z,1957,Queensland,NA,153.016,-26.533
1957-12-15T00:00:00Z,1957,Queensland,NA,153.016,-26.533
1957-12-15T00:00:00Z,1957,Queensland,NA,153.016,-26.533
1957-12-15T00:00:00Z,1957,Queensland,NA,153.016,-26.533
1957-12-15T00:00:00Z,1957,Queensland,NA,153.016,-26.533
1957-12-15T00:00:00Z,1957,Queensland,NA,153.016,-26.533
1958-01-01T00:00:00Z,1958,Queensland,"Grandchester, 18ml W Ipswich",152.467778,-27.665
1958-01-01T00:00:00Z,1958,Queensland,Gympie West State School,152.667778,-26.181667
1958-01-01T00:00:00Z,1958,Queensland,"Coongan, 5ml NE Tansey",152.101111,-26.015
1958-01-01T00:00:00Z,1958,Queensland,12.5ml NNW Proston,151.526111,-26.04
1958-01-01T00:00:00Z,1958,Queensland,Ingham,146.167778,-18.648333
1958-01-01T00:00:00Z,1958,Queensland,Kuraby,153.092778,-27.606667
1958-01-01T00:00:00Z,1958,Queensland,"Kemmis Ck, 26ml W Nebo",148.384444,-21.598333
1958-01-01T00:00:00Z,1958,Queensland,"Jambin, 20ml N Biloela",150.367778,-24.198333
1958-01-01T00:00:00Z,1958,Queensland,Laura,144.451111,-15.565
1958-01-01T00:00:00Z,1958,Queensland,Rockhampton region,150.534444,-23.365
1958-01-01T00:00:00Z,1958,Queensland,Mulgildie,151.134444,-24.965
1959-01-01T00:00:00Z,1959,Queensland,"Mt Charlton, 40ml N Mackay",148.734444,-21.031667
1959-01-01T00:00:00Z,1959,Queensland,"Ubobo, Boyne Valley",151.317778,-24.398333
1959-01-01T00:00:00Z,1959,Queensland,"Gregory Falls, Fisher Ck",145.867778,-17.581667
1959-01-01T00:00:00Z,1959,Queensland,"Mooloolah, 11ml S Nambour",152.967778,-26.765
1959-01-01T00:00:00Z,1959,Queensland,"Hillview, 9ml NE Moonford",151.067778,-24.665
1959-01-01T00:00:00Z,1959,Queensland,Lakes Creek,150.567778,-23.381667
1959-01-01T00:00:00Z,1959,Queensland,Wynnum West,153.151111,-27.456667
1959-01-01T00:00:00Z,1959,Queensland,Mundubbera,151.301111,-25.581667
1959-01-01T00:00:00Z,1959,Queensland,"Colenso, 33ml W Calliope",150.767778,-24.048333
1959-01-01T00:00:00Z,1959,Queensland,Caloundra,153.134444,-26.798333
1959-01-01T00:00:00Z,1959,Queensland,"Petrie, 17ml N Brisbane",152.967778,-27.281667
1959-01-01T00:00:00Z,1959,Queensland,"Sunnybank, Brisbane",153.067778,-27.5775
1959-01-01T00:00:00Z,1959,Queensland,"Milray, 25ml S Pentland",145.701111,-20.681667
1959-01-01T00:00:00Z,1959,Queensland,Lindum,153.142778,-27.448333
1959-01-01T00:00:00Z,1959,Queensland,9ml W Goomeri,151.951111,-26.181667
1959-01-01T00:00:00Z,1959,Queensland,Tuan,152.867778,-25.681667
1959-01-01T00:00:00Z,1959,Queensland,"Nettle Ck, 15ml W Ravenshoe",145.234444,-17.665
1959-01-01T00:00:00Z,1959,Queensland,Maleny,152.851111,-26.765
1959-01-01T00:00:00Z,1959,Queensland,"Koongal, Nth Rockhampton",150.551111,-23.373333
1959-01-01T00:00:00Z,1959,Queensland,"Rangemore, 30ml S Home Hill",147.451111,-19.981667
1959-01-01T00:00:00Z,1959,Queensland,"Macgregor, Brisbane",153.076111,-27.565
1959-01-01T00:00:00Z,1959,Queensland,Scarborough,153.109444,-27.206667
1959-01-01T00:00:00Z,1959,Queensland,"Mahoon, 34ml N Monto",151.034444,-24.531667
1959-01-01T00:00:00Z,1959,Queensland,3ml W of Bingil Bay,146.067778,-17.815
1959-01-01T00:00:00Z,1959,Queensland,Nanango,152.001111,-26.665
1959-01-01T00:00:00Z,1959,Queensland,"Kapchorwa, Goomeri",152.067778,-26.181667
1959-01-01T00:00:00Z,1959,Queensland,"Brooyar SF, 14ml W Gympie",152.517778,-26.123333
1959-01-01T00:00:00Z,1959,Queensland,"Seven Hills, Brisbane",153.076111,-27.481667
1959-01-01T00:00:00Z,1959,Queensland,0.5ml S Kilcoy,152.567778,-26.956667
1960-01-01T00:00:00Z,1960,Queensland,"Palmerston Hwy, 16ml W Innisfail",145.851111,-17.598333
1960-01-01T00:00:00Z,1960,Queensland,Charters Towers,146.267778,-20.081667
1960-01-01T00:00:00Z,1960,Queensland,"Kandanga, 16ml S Gympie",152.684444,-26.381667
1960-01-01T00:00:00Z,1960,Queensland,"Gilldale, S Mt Garnet",144.884444,-18.598333
